"","Name","ID","Description","Gene Width","Sum of Exon Widths","Number of Exons","Class","InterPro Accession"
"ENSG00000172346.15","CSDC2","ENSG00000172346.15","cold shock domain containing C2",16732,3251,7,"protein_coding","IPR002059"
"ENSG00000100417.12","PMM1","ENSG00000100417.12","phosphomannomutase 1",12972,11612,48,"protein_coding","IPR005002"
"ENSG00000100418.8","DESI1","ENSG00000100418.8","desumoylating isopeptidase 1",23016,5717,13,"protein_coding","IPR008580"
"ENSG00000196419.13","XRCC6","ENSG00000196419.13","X-ray repair cross complementing 6",42886,14052,80,"protein_coding","IPR003034"
"ENSG00000100138.15","SNU13","ENSG00000100138.15","small nuclear ribonucleoprotein 13",16572,10297,42,"protein_coding","IPR002415"
"ENSG00000167077.13","MEI1","ENSG00000167077.13","meiotic double-stranded break formation protein 1",99954,19917,135,"protein_coding","IPR011989"
"ENSG00000100147.14","CCDC134","ENSG00000100147.14","coiled-coil domain containing 134",31486,7660,11,"protein_coding","IPR026321"
"ENSG00000198911.13","SREBF2","ENSG00000198911.13","sterol regulatory element binding transcription factor 2",74202,23568,88,"protein_coding","IPR011598"
"ENSG00000234965.3","SHISA8","ENSG00000234965.3","shisa family member 8",5532,2309,6,"protein_coding","IPR026910"
"ENSG00000159958.7","TNFRSF13C","ENSG00000159958.7","TNF receptor superfamily member 13C",4775,3923,3,"protein_coding","IPR015336"
"ENSG00000100162.15","CENPM","ENSG00000100162.15",NA,8416,5884,33,"protein_coding",NA
"ENSG00000205704.9","SMIM45","ENSG00000205704.9","small integral membrane protein 45",11746,2921,4,"protein_coding",""
"ENSG00000100167.21","SEPTIN3","ENSG00000100167.21","septin 3",28779,16729,61,"protein_coding","IPR008114"
"ENSG00000183066.15","WBP2NL","ENSG00000183066.15","WBP2 N-terminal like",59732,11861,52,"protein_coding",""
"ENSG00000198951.12","NAGA","ENSG00000198951.12","alpha-N-acetylgalactosaminidase",12509,7421,29,"protein_coding","IPR000111"
"ENSG00000177096.9","PHETA2","ENSG00000177096.9","PH domain containing endocytic trafficking adaptor 2",5191,2872,6,"protein_coding","IPR001849"
"ENSG00000183172.9","SMDT1","ENSG00000183172.9","single-pass membrane protein with aspartate rich tail 1",4594,2709,8,"protein_coding",""
"ENSG00000184983.11","NDUFA6","ENSG00000184983.11","NADH:ubiquinone oxidoreductase subunit A6",5359,2730,8,"protein_coding","IPR016488"
"ENSG00000100197.23","CYP2D6","ENSG00000100197.23","cytochrome P450 family 2 subfamily D member 6",4367,6645,33,"protein_coding",""
"ENSG00000205702.13","CYP2D7","ENSG00000205702.13","cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene)",9298,10809,46,"protein_coding",""
"ENSG00000100207.21","TCF20","ENSG00000100207.21","transcription factor 20",183604,35610,31,"protein_coding","IPR001965"
"ENSG00000235568.7","NFAM1","ENSG00000235568.7","NFAT activating protein with ITAM motif 1",51997,6284,9,"protein_coding","IPR003110"
"ENSG00000189306.11","RRP7A","ENSG00000189306.11",NA,11453,6686,17,"protein_coding",NA
"ENSG00000183569.18","SERHL2","ENSG00000183569.18","serine hydrolase like 2",20766,11941,91,"protein_coding","IPR000073"
"ENSG00000100227.19","POLDIP3","ENSG00000100227.19","DNA polymerase delta interacting protein 3",31242,16466,54,"protein_coding",""
"ENSG00000289517.1","ENSG00000289517","ENSG00000289517.1","novel protein",43853,4525,14,"protein_coding",""
"ENSG00000100243.22","CYB5R3","ENSG00000100243.22","cytochrome b5 reductase 3",105141,55698,244,"protein_coding","IPR001433"
"ENSG00000249222.1","ATP5MGL","ENSG00000249222.1","ATP synthase membrane subunit g like",799,799,1,"protein_coding","IPR006808"
"ENSG00000128274.17","A4GALT","ENSG00000128274.17","alpha 1,4-galactosyltransferase (P1PK blood group)",29178,9936,17,"protein_coding","IPR007577"
"ENSG00000242247.11","ARFGAP3","ENSG00000242247.11","ADP ribosylation factor GTPase activating protein 3",61605,6818,51,"protein_coding","IPR001164"
"ENSG00000100266.19","PACSIN2","ENSG00000100266.19","protein kinase C and casein kinase substrate in neurons 2",179738,18386,87,"protein_coding",""
"ENSG00000100271.17","TTLL1","ENSG00000100271.17","TTL family tubulin polyglutamylase complex subunit L1",49904,6263,43,"protein_coding","IPR004344"
"ENSG00000100290.3","BIK","ENSG00000100290.3","BCL2 interacting killer",18963,951,5,"protein_coding","IPR020728"
"ENSG00000100294.13","MCAT","ENSG00000100294.13","malonyl-CoA-acyl carrier protein transacylase",11190,4199,11,"protein_coding","IPR001227"
"ENSG00000100300.18","TSPO","ENSG00000100300.18","translocator protein",11696,4669,20,"protein_coding","IPR004307"
"ENSG00000100304.13","TTLL12","ENSG00000100304.13","tubulin tyrosine ligase like 12",20513,7361,24,"protein_coding","IPR004344"
"ENSG00000159307.20","SCUBE1","ENSG00000159307.20","signal peptide, CUB domain and EGF like domain containing 1",146093,14422,44,"protein_coding","IPR000152"
"ENSG00000186732.14","MPPED1","ENSG00000186732.14","metallophosphoesterase domain containing 1",96653,10924,24,"protein_coding","IPR004843"
"ENSG00000186976.15","EFCAB6","ENSG00000186976.15","EF-hand calcium binding domain 6",283594,20197,116,"protein_coding","IPR002048"
"ENSG00000130540.14","SULT4A1","ENSG00000130540.14","sulfotransferase family 4A member 1",38005,7813,24,"protein_coding","IPR000863"
"ENSG00000100341.13","PNPLA5","ENSG00000100341.13","patatin like phospholipase domain containing 5",12336,5461,21,"protein_coding","IPR002641"
"ENSG00000100344.11","PNPLA3","ENSG00000100344.11","patatin like phospholipase domain containing 3",40697,7607,36,"protein_coding","IPR002641"
"ENSG00000100347.15","SAMM50","ENSG00000100347.15","SAMM50 sorting and assembly machinery component",55090,8589,38,"protein_coding","IPR000184"
"ENSG00000188677.15","PARVB","ENSG00000188677.15","parvin beta",173729,13075,75,"protein_coding","IPR001715"
"ENSG00000138964.18","PARVG","ENSG00000138964.18","parvin gamma",46578,19883,81,"protein_coding","IPR001715"
"ENSG00000138944.8","SHISAL1","ENSG00000138944.8","shisa like 1",69287,6853,5,"protein_coding","IPR026910"
"ENSG00000188636.4","RTL6","ENSG00000188636.4","retrotransposon Gag like 6",5651,5419,2,"protein_coding","IPR032549"
"ENSG00000186654.22","PRR5","ENSG00000186654.22","proline rich 5",69135,22749,112,"protein_coding","IPR013745"
"ENSG00000248405.10","PRR5-ARHGAP8","ENSG00000248405.10","PRR5-ARHGAP8 readthrough",160474,6917,51,"protein_coding","IPR000198"
"ENSG00000241484.10","ARHGAP8","ENSG00000241484.10","Rho GTPase activating protein 8",110231,13417,90,"protein_coding","IPR000198"
"ENSG00000056487.17","PHF21B","ENSG00000056487.17","PHD finger protein 21B",128844,17605,84,"protein_coding",""
"ENSG00000093000.19","NUP50","ENSG00000093000.19","nucleoporin 50",24093,21920,88,"protein_coding","IPR000156"
"ENSG00000100364.19","KIAA0930","ENSG00000100364.19","KIAA0930",48651,23600,91,"protein_coding","IPR019141"
"ENSG00000100373.10","UPK3A","ENSG00000100373.10","uroplakin 3A",10926,1711,10,"protein_coding","IPR024825"
"ENSG00000100376.12","FAM118A","ENSG00000100376.12","family with sequence similarity 118 member A",32988,15753,68,"protein_coding","IPR038916"
"ENSG00000077935.17","SMC1B","ENSG00000077935.17","structural maintenance of chromosomes 1B",69557,7869,48,"protein_coding","IPR003395"
"ENSG00000128408.9","RIBC2","ENSG00000128408.9","RIB43A domain with coiled-coils 2",18817,2835,14,"protein_coding","IPR008805"
"ENSG00000077942.19","FBLN1","ENSG00000077942.19","fibulin 1",98898,19878,131,"protein_coding","IPR000020"
"ENSG00000130638.18","ATXN10","ENSG00000130638.18","ataxin 10",173510,11740,62,"protein_coding","IPR011989"
"ENSG00000188064.10","WNT7B","ENSG00000188064.10","Wnt family member 7B",56797,9670,19,"protein_coding","IPR005817"
"ENSG00000186951.17","PPARA","ENSG00000186951.17","peroxisome proliferator activated receptor alpha",93235,18002,47,"protein_coding",""
"ENSG00000205643.11","CDPF1","ENSG00000205643.11","cysteine rich DPF motif domain containing 1",6301,7222,21,"protein_coding","IPR018785"
"ENSG00000130943.7","PKDREJ","ENSG00000130943.7","polycystin family receptor for egg jelly",7681,7681,1,"protein_coding","IPR000203"
"ENSG00000075234.17","TTC38","ENSG00000075234.17","tetratricopeptide repeat domain 38",26048,6068,44,"protein_coding",""
"ENSG00000075218.19","GTSE1","ENSG00000075218.19","G2 and S-phase expressed 1",33941,6175,21,"protein_coding","IPR026657"
"ENSG00000100416.15","TRMU","ENSG00000100416.15","tRNA mitochondrial 2-thiouridylase",26466,33700,165,"protein_coding",""
"ENSG00000075275.18","CELSR1","ENSG00000075275.18","cadherin EGF LAG seven-pass G-type receptor 1",176787,44367,136,"protein_coding","IPR000152"
"ENSG00000075240.17","GRAMD4","ENSG00000075240.17","GRAM domain containing 4",103779,13197,57,"protein_coding","IPR037847"
"ENSG00000100422.14","CERK","ENSG00000100422.14","ceramide kinase",53843,7203,31,"protein_coding","IPR001206"
"ENSG00000054611.14","TBC1D22A","ENSG00000054611.14","TBC1 domain family member 22A",413083,20669,106,"protein_coding","IPR000195"
"ENSG00000219438.9","TAFA5","ENSG00000219438.9","TAFA chemokine like family member 5",361360,7438,18,"protein_coding","IPR020350"
"ENSG00000100425.19","BRD1","ENSG00000100425.19",NA,54591,23368,68,"protein_coding",NA
"ENSG00000100426.7","ZBED4","ENSG00000100426.7",NA,36237,6893,2,"protein_coding",NA
"ENSG00000182858.14","ALG12","ENSG00000182858.14","ALG12 alpha-1,6-mannosyltransferase",18210,6757,20,"protein_coding","IPR005599"
"ENSG00000184164.15","CRELD2","ENSG00000184164.15","cysteine rich with EGF like domains 2",9374,13505,76,"protein_coding","IPR000742"
"ENSG00000198355.5","PIM3","ENSG00000198355.5","Pim-3 proto-oncogene, serine/threonine kinase",3305,2825,9,"protein_coding","IPR000719"
"ENSG00000188263.11","IL17REL","ENSG00000188263.11","interleukin 17 receptor E like",20955,19317,45,"protein_coding",""
"ENSG00000138892.12","TTLL8","ENSG00000138892.12","tubulin tyrosine ligase like 8",39724,2959,17,"protein_coding","IPR004344"
"ENSG00000100427.16","MLC1","ENSG00000100427.16","modulator of VRAC current 1",26036,8665,40,"protein_coding","IPR033280"
"ENSG00000073146.17","MOV10L1","ENSG00000073146.17","Mov10 like RNA helicase 1",71685,19304,110,"protein_coding","IPR027417"
"ENSG00000073150.14","PANX2","ENSG00000073150.14","pannexin 2",9565,8307,12,"protein_coding","IPR000990"
"ENSG00000170638.10","TRABD","ENSG00000170638.10","TraB domain containing",13686,12499,51,"protein_coding","IPR002816"
"ENSG00000073169.15","SELENOO","ENSG00000073169.15","selenoprotein O",16606,3909,17,"protein_coding","IPR003846"
"ENSG00000128159.12","TUBGCP6","ENSG00000128159.12","tubulin gamma complex component 6",27335,26141,116,"protein_coding","IPR007259"
"ENSG00000100429.18","HDAC10","ENSG00000100429.18","histone deacetylase 10",6223,31188,225,"protein_coding",""
"ENSG00000188130.14","MAPK12","ENSG00000188130.14","mitogen-activated protein kinase 12",16267,23056,105,"protein_coding","IPR000719"
"ENSG00000185386.15","MAPK11","ENSG00000185386.15","mitogen-activated protein kinase 11",7055,6905,41,"protein_coding","IPR000719"
"ENSG00000196576.16","PLXNB2","ENSG00000196576.16","plexin B2",32668,26560,151,"protein_coding","IPR001627"
"ENSG00000205593.12","DENND6B","ENSG00000205593.12","DENN domain containing 6B",17983,9780,64,"protein_coding","IPR001194"
"ENSG00000100239.16","PPP6R2","ENSG00000100239.16","protein phosphatase 6 regulatory subunit 2",101787,23912,153,"protein_coding","IPR007587"
"ENSG00000100241.22","SBF1","ENSG00000100241.22","SET binding factor 1",40705,232010,1240,"protein_coding","IPR001194"
"ENSG00000128165.9","ADM2","ENSG00000128165.9","adrenomedullin 2",4898,8489,5,"protein_coding","IPR051665"
"ENSG00000100253.13","MIOX","ENSG00000100253.13","myo-inositol oxygenase",3865,5286,37,"protein_coding","IPR007828"
"ENSG00000100258.18","LMF2","ENSG00000100258.18","lipase maturation factor 2",4754,8873,47,"protein_coding","IPR009613"
"ENSG00000025770.19","NCAPH2","ENSG00000025770.19","non-SMC condensin II complex subunit H2",16557,13257,111,"protein_coding","IPR009378"
"ENSG00000284194.3","SCO2","ENSG00000284194.3","synthesis of cytochrome C oxidase 2",2894,4710,10,"protein_coding","IPR003782"
"ENSG00000025708.14","TYMP","ENSG00000025708.14","thymidine phosphorylase",4281,20188,105,"protein_coding",""
"ENSG00000177989.14","CIMAP1B","ENSG00000177989.14","ciliary microtubule associated protein 1B",2797,8579,47,"protein_coding",""
"ENSG00000130487.9","KLHDC7B","ENSG00000130487.9","kelch domain containing 7B",5125,8272,4,"protein_coding","IPR006652"
"ENSG00000217442.4","SYCE3","ENSG00000217442.4","synaptonemal complex central element protein 3",11808,804,5,"protein_coding","IPR028145"
"ENSG00000205560.14","CPT1B","ENSG00000205560.14","carnitine palmitoyltransferase 1B",9605,15211,105,"protein_coding","IPR000542"
"ENSG00000254413.8","CHKB-CPT1B","ENSG00000254413.8","CHKB-CPT1B readthrough (NMD candidate)",14097,8268,56,"protein_coding",""
"ENSG00000100288.20","CHKB","ENSG00000100288.20","choline kinase beta",22497,14293,83,"protein_coding","IPR011009"
"ENSG00000008735.14","MAPK8IP2","ENSG00000008735.14","mitogen-activated protein kinase 8 interacting protein 2",13189,11296,22,"protein_coding","IPR001452"
"ENSG00000100299.18","ARSA","ENSG00000100299.18","arylsulfatase A",5420,14161,50,"protein_coding",""
"ENSG00000251322.12","SHANK3","ENSG00000251322.12","SH3 and multiple ankyrin repeat domains 3",58805,44772,118,"protein_coding",""
"ENSG00000100312.11","ACR","ENSG00000100312.11","acrosin",7144,3553,14,"protein_coding","IPR001254"
"ENSG00000079974.19","RABL2B","ENSG00000079974.19","RAB, member of RAS oncogene family like 2B",16167,31201,129,"protein_coding","IPR001806"
"ENSG00000182378.15","PLCXD1","ENSG00000182378.15","phosphatidylinositol specific phospholipase C X domain containing 1",27035,15034,49,"protein_coding","IPR000909"
"ENSG00000178605.14","GTPBP6","ENSG00000178605.14",NA,14268,3891,14,"protein_coding",NA
"ENSG00000167393.18","PPP2R3B","ENSG00000167393.18","protein phosphatase 2 regulatory subunit B''beta",53023,14880,56,"protein_coding","IPR002048"
"ENSG00000185960.15","SHOX","ENSG00000185960.15","SHOX homeobox",35068,14993,22,"protein_coding","IPR000047"
"ENSG00000205755.13","CRLF2","ENSG00000205755.13","cytokine receptor like factor 2",22234,4340,23,"protein_coding","IPR003961"
"ENSG00000198223.18","CSF2RA","ENSG00000198223.18",NA,41582,21878,160,"protein_coding",NA
"ENSG00000185291.12","IL3RA","ENSG00000185291.12","interleukin 3 receptor subunit alpha",46074,3679,27,"protein_coding","IPR003532"
"ENSG00000169100.14","SLC25A6","ENSG00000169100.14","solute carrier family 25 member 6",5962,3205,12,"protein_coding","IPR002067"
"ENSG00000169093.16","ASMTL","ENSG00000169093.16","acetylserotonin O-methyltransferase like",50624,8446,46,"protein_coding","IPR001077"
"ENSG00000182162.11","P2RY8","ENSG00000182162.11","P2Y receptor family member 8",74605,4674,4,"protein_coding","IPR000276"
"ENSG00000197976.12","AKAP17A","ENSG00000197976.12","A-kinase anchoring protein 17A",10917,8618,15,"protein_coding","IPR035979"
"ENSG00000196433.13","ASMT","ENSG00000196433.13","acetylserotonin O-methyltransferase",28023,4358,28,"protein_coding","IPR001077"
"ENSG00000169084.15","DHRSX","ENSG00000169084.15","dehydrogenase/reductase X-linked",283300,6400,34,"protein_coding","IPR002347"
"ENSG00000214717.12","ZBED1","ENSG00000214717.12","zinc finger BED-type containing 1",14563,18199,12,"protein_coding","IPR003656"
"ENSG00000002586.20","CD99","ENSG00000002586.20","CD99 molecule (Xg blood group)",50123,12218,107,"protein_coding","IPR022078"
"ENSG00000124343.14","XG","ENSG00000124343.14","Xg glycoprotein (Xg blood group)",64461,7519,44,"protein_coding","IPR022078"
"ENSG00000056998.21","GYG2","ENSG00000056998.21","glycogenin 2",53997,13809,62,"protein_coding","IPR002495"
"ENSG00000006756.16","ARSD","ENSG00000006756.16","arylsulfatase D",25378,11499,35,"protein_coding","IPR000917"
"ENSG00000157399.17","ARSL","ENSG00000157399.17","arylsulfatase L",34431,49977,243,"protein_coding","IPR000917"
"ENSG00000205667.3","ARSH","ENSG00000205667.3","arylsulfatase family member H",27566,2482,9,"protein_coding","IPR000917"
"ENSG00000062096.15","ARSF","ENSG00000062096.15","arylsulfatase F",71257,4156,22,"protein_coding","IPR000917"
"ENSG00000101825.8","MXRA5","ENSG00000101825.8","matrix remodeling associated 5",38088,9804,7,"protein_coding","IPR000372"
"ENSG00000183943.6","PRKX","ENSG00000183943.6","protein kinase cAMP-dependent X-linked catalytic subunit",109310,7773,21,"protein_coding","IPR000719"
"ENSG00000146938.16","NLGN4X","ENSG00000146938.16","neuroligin 4 X-linked",388231,26294,38,"protein_coding","IPR000460"
"ENSG00000169059.13","VCX3A","ENSG00000169059.13","variable charge X-linked 3A",1501,1803,7,"protein_coding","IPR026653"
"ENSG00000130021.15","PUDP","ENSG00000130021.15","pseudouridine 5'-phosphatase",480294,7626,27,"protein_coding",""
"ENSG00000101846.9","STS","ENSG00000101846.9","steroid sulfatase",657122,29549,67,"protein_coding",""
"ENSG00000182583.13","VCX","ENSG00000182583.13","variable charge X-linked",1882,3828,14,"protein_coding","IPR026653"
"ENSG00000006757.12","PNPLA4","ENSG00000006757.12","patatin like phospholipase domain containing 4",29493,9305,26,"protein_coding","IPR002641"
"ENSG00000177504.10","VCX2","ENSG00000177504.10","variable charge X-linked 2",1324,815,3,"protein_coding","IPR026653"
"ENSG00000205642.11","VCX3B","ENSG00000205642.11","variable charge X-linked 3B",1681,1175,3,"protein_coding","IPR026653"
"ENSG00000011201.12","ANOS1","ENSG00000011201.12","anosmin 1",203264,7766,19,"protein_coding","IPR003961"
"ENSG00000183304.10","FAM9A","ENSG00000183304.10","family with sequence similarity 9 member A",10589,3063,20,"protein_coding","IPR051443"
"ENSG00000177138.17","FAM9B","ENSG00000177138.17","family with sequence similarity 9 member B",271451,13282,60,"protein_coding","IPR006888"
"ENSG00000101849.18","TBL1X","ENSG00000101849.18","transducin beta like 1 X-linked",277718,49835,170,"protein_coding","IPR001680"
"ENSG00000101850.13","GPR143","ENSG00000101850.13","G protein-coupled receptor 143",60952,4080,28,"protein_coding","IPR001414"
